entry_id,tool,category,entry_risk,artifact_class,artifact,os,forensic_value,evidence_type,description,confidence,volatility,retention
AIRT-0011,Claude Desktop (MCP host),mcp-host,critical,credential,claude_desktop_config.json -> mcpServers.<name>.env,windows|macos|linux,high,credential-access,"plaintext: Plaintext third-party API keys, PATs and tokens embedded in MCP server definitions, in a JSON file readable by any process running as the user. Same four per-OS paths already listed in artifacts.disk, including the MSIX virtualized %LOCALAPPDATA%\Packages\Claude_pzs8sxrjxfjjc\... Path. Treat every literal value as an exposed credential and rotate.",high,stable,
AIRT-0011,Claude Desktop (MCP host),mcp-host,critical,credential,"~/Library/Application Support/Claude/ (Windows: %APPDATA%\Claude\, Linux: ~/.config/Claude/)",macos|windows|linux,high,credential-access,"encrypted: OAuth tokens (in-app sign-in, and MCP servers configured with oauth: true) are written into the application-data directory as ciphertext, encrypted using OS secure storage (Keychain on macOS, DPAPI on Windows). Ciphertext is on disk here, but is not usable without the key - see the keyring row. Vendor does not name the specific file.",medium,stable,
AIRT-0011,Claude Desktop (MCP host),mcp-host,critical,mcp-config,%APPDATA%\Claude\claude_desktop_config.json,,high,execution|persistence,Standard EXE-installer path,high,stable,
AIRT-0011,Claude Desktop (MCP host),mcp-host,critical,mcp-config,%LOCALAPPDATA%\Packages\Claude_pzs8sxrjxfjjc\LocalCache\Roaming\Claude\claude_desktop_config.json,,high,execution|persistence,Virtualized - the app reads this. 'Edit Config' in the UI can open the wrong file. Commonly missed in IR.,high,stable,
AIRT-0011,Claude Desktop (MCP host),mcp-host,critical,mcp-config,~/Library/Application Support/Claude/claude_desktop_config.json,,high,execution|persistence,,high,stable,
AIRT-0011,Claude Desktop (MCP host),mcp-host,critical,mcp-config,~/.config/Claude/claude_desktop_config.json,,high,execution|persistence,,high,stable,
AIRT-0011,Claude Desktop (MCP host),mcp-host,critical,mcp-config,*.mcpb / *.dxt bundle files,,high,execution|persistence,ZIP archive - unpack and review server code before trusting,high,stable,
AIRT-0039,Cline,coding-agent-ide,high,disk,%APPDATA%\Code\User\globalStorage\saoudrizwan.claude-dev\settings\cline_mcp_settings.json,windows,high,execution|persistence|configuration,Execution primitive,high,stable,
AIRT-0039,Cline,coding-agent-ide,high,disk,~/Library/Application Support/Code/User/globalStorage/saoudrizwan.claude-dev/settings/cline_mcp_settings.json,macos,high,execution|persistence|configuration,MCP Config for Cline,high,stable,
AIRT-0039,Cline,coding-agent-ide,high,disk,~/.config/Code/User/globalStorage/saoudrizwan.claude-dev/settings/cline_mcp_settings.json,linux,high,execution|persistence|configuration,MCP Config for Cline,high,stable,
AIRT-0039,Cline,coding-agent-ide,high,disk,~/.cline/data/,windows|macos|linux,low,program-presence,Single-source - corroborate,low,stable,
AIRT-0039,Cline,coding-agent-ide,high,network,Standalone gRPC server,,,,Single-source - corroborate before detecting,low,live,
AIRT-0039,Cline,coding-agent-ide,high,network,Configured provider (Anthropic/OpenAI/OpenRouter/Bedrock/local),,,,,high,live,
AIRT-0039,Cline,coding-agent-ide,high,process,node (extension host),windows|macos|linux,,,,high,live,
AIRT-0039,Cline,coding-agent-ide,high,eventlog,Microsoft-Windows-Sysmon/Operational EID 1,windows,high,execution|timeline,"Proves the agent ran, which disk presence does not. The image name is not the discriminator here, because the process is a shared interpreter that hosts much of this catalog - key on the command line instead. The child processes of this event are what the agent actually did.",medium,rotating,
AIRT-0039,Cline,coding-agent-ide,high,credential,"VS Code SecretStorage -> OS keychain, backed by state.vscdb (SQLite)",windows|macos|linux,high,credential-access,plaintext: state.vscdb is a collectible SQLite artifact,high,stable,
AIRT-0039,Cline,coding-agent-ide,high,mcp-config,…/globalStorage/saoudrizwan.claude-dev/settings/cline_mcp_settings.json,,high,execution|persistence,Syncs via VS Code Settings Sync if enabled,high,stable,
AIRT-0006,Codeium / Windsurf,coding-agent-ide,high,disk,~/.codeium/,windows|macos|linux,low,program-presence,API key + downloaded language server,high,stable,
AIRT-0006,Codeium / Windsurf,coding-agent-ide,high,disk,%USERPROFILE%\.codeium\windsurf\mcp_config.json,windows,high,execution|persistence|configuration,Execution primitive,high,stable,
AIRT-0006,Codeium / Windsurf,coding-agent-ide,high,disk,~/.codeium/windsurf/mcp_config.json,macos|linux,high,execution|persistence|configuration,Execution primitive,high,stable,
AIRT-0006,Codeium / Windsurf,coding-agent-ide,high,disk,~/.codeium/<version>/language_server_*,windows|macos|linux,low,program-presence,Remote binary download - verify hash,medium,stable,
AIRT-0006,Codeium / Windsurf,coding-agent-ide,high,disk,<repo>/.windsurf/settings.json,windows|macos|linux,low,program-presence,Indexer scope config,medium,stable,
AIRT-0006,Codeium / Windsurf,coding-agent-ide,high,disk,<repo>/.windsurfrules,windows|macos|linux,low,configuration|prompt-injection-surface,Prompt-injection surface,medium,stable,
AIRT-0006,Codeium / Windsurf,coding-agent-ide,high,network,"server.codeium.com, *.codeium.com, *.windsurf.com",,,,Full-codebase indexing to cloud,high,live,
AIRT-0006,Codeium / Windsurf,coding-agent-ide,high,process,"Windsurf.exe, language_server_windows_x64.exe",windows,,,,high,live,
AIRT-0006,Codeium / Windsurf,coding-agent-ide,high,eventlog,Microsoft-Windows-Sysmon/Operational EID 1,windows,high,execution|timeline,"Proves the agent ran, which disk presence does not. The child processes of this event are what the agent actually did, and the parent tells you whether a human started it or something else did.",medium,rotating,
AIRT-0006,Codeium / Windsurf,coding-agent-ide,high,credential,~/.codeium/config.json,windows|macos|linux,high,credential-access,"plaintext: Codeium editor plugins persist the account API key here as plaintext JSON under the 'apiKey' field, written directly by the plugin after registration. Also the legacy and fallback location for the Windsurf editor's key. Honours $XDG_DATA_HOME, so it becomes $XDG_DATA_HOME/.codeium/config.json when that is set. This directory is already covered by this repo's shipped credential-access Sigma rule.",high,stable,
AIRT-0006,Codeium / Windsurf,coding-agent-ide,high,credential,~/Library/Application Support/Windsurf/User/globalStorage/state.vscdb,macos,high,credential-access,sqlite: Windsurf editor (VS Code fork). The ItemTable row keyed 'windsurfAuthStatus' holds JSON containing the live Codeium/Windsurf apiKey unencrypted inside the SQLite DB. This is the current location for modern Windsurf builds; ~/.codeium/config.json is the older fallback.,medium,stable,
AIRT-0006,Codeium / Windsurf,coding-agent-ide,high,credential,~/.config/Windsurf/User/globalStorage/state.vscdb,linux,high,credential-access,sqlite: Linux path for the same Windsurf editor store. ItemTable row 'windsurfAuthStatus' holds JSON with the apiKey in the clear inside the SQLite DB.,medium,stable,
AIRT-0006,Codeium / Windsurf,coding-agent-ide,high,credential,%APPDATA%\Windsurf\User\globalStorage\state.vscdb,windows,high,credential-access,sqlite: Windows path for the same Windsurf editor store. ItemTable row 'windsurfAuthStatus' holds JSON with the apiKey in the clear inside the SQLite DB.,medium,stable,
AIRT-0006,Codeium / Windsurf,coding-agent-ide,high,credential,~/.codeium/windsurf/mcp_config.json,macos|linux,high,credential-access,"plaintext: Windsurf / Cascade MCP server definitions. The per-server env block routinely holds plaintext API keys and bearer tokens for stdio servers. Windsurf supports ${env:VAR} interpolation as an alternative, so absence of a literal key here means checking the process environment instead.",high,stable,
AIRT-0006,Codeium / Windsurf,coding-agent-ide,high,credential,%USERPROFILE%\.codeium\windsurf\mcp_config.json,windows,high,credential-access,"plaintext: Windows path for the same Windsurf/Cascade MCP config, same plaintext env block exposure",high,stable,
AIRT-0006,Codeium / Windsurf,coding-agent-ide,high,credential,<nvim stdpath('cache')>/codeium/config.json,macos|linux,high,credential-access,"plaintext: The Neovim Codeium/Windsurf plugin keeps its own plaintext config.json with the account api_key, separate from ~/.codeium/. Defaults to ~/.cache/nvim/codeium/config.json. A responder who only collects ~/.codeium/ will miss a Neovim user's key entirely.",high,stable,
AIRT-0006,Codeium / Windsurf,coding-agent-ide,high,mcp-config,~/.codeium/windsurf/mcp_config.json,,high,execution|persistence,"Under the Codeium directory rather than a windsurf one, which is where the path is most often looked for and not found",high,stable,
AIRT-0005,Continue.dev,coding-agent-ide,high,disk,~/.continue/config.yaml,windows|macos|linux,high,configuration,Current format,high,stable,
AIRT-0005,Continue.dev,coding-agent-ide,high,disk,~/.continue/config.json,windows|macos|linux,high,configuration,Legacy format,high,stable,
AIRT-0005,Continue.dev,coding-agent-ide,high,disk,~/.continue/config.ts,windows|macos|linux,high,configuration,Advanced - executes TypeScript,medium,stable,
AIRT-0005,Continue.dev,coding-agent-ide,high,disk,<repo>/.continue/rules/*.md,windows|macos|linux,low,configuration|prompt-injection-surface,Prompt-injection surface,high,stable,
AIRT-0005,Continue.dev,coding-agent-ide,high,disk,<repo>/.continuerc.json,windows|macos|linux,low,program-presence,Project Config for Continue.dev,medium,stable,
AIRT-0005,Continue.dev,coding-agent-ide,high,network,Configured provider base_url (arbitrary),,,,config.yaml can name any endpoint - inspect base_url values,high,live,
AIRT-0005,Continue.dev,coding-agent-ide,high,process,node (extension host),windows|macos|linux,,,,high,live,
AIRT-0005,Continue.dev,coding-agent-ide,high,registry,HKCU\Environment,,medium,,Provider credential set persistently for the user. Survives reboots and is readable by any process running as that user.,medium,stable,
AIRT-0005,Continue.dev,coding-agent-ide,high,eventlog,Microsoft-Windows-Sysmon/Operational EID 1,windows,high,execution|timeline,"Proves the agent ran, which disk presence does not. The image name is not the discriminator here, because the process is a shared interpreter that hosts much of this catalog - key on the command line instead. The child processes of this event are what the agent actually did.",medium,rotating,
AIRT-0005,Continue.dev,coding-agent-ide,high,credential,~/.continue/config.yaml,windows|macos|linux,high,credential-access,plaintext: Primary assistant config. Each model block takes an 'apiKey' field that accepts a plaintext provider key written straight into the file; the vendor's own reference documents and demonstrates this. Continue chmods the file to 0600 on POSIX when it creates it. This exact path is already in this repo's shipped credential-access Sigma rule.,high,stable,
AIRT-0005,Continue.dev,coding-agent-ide,high,credential,~/.continue/config.json,windows|macos|linux,high,credential-access,"plaintext: Deprecated JSON config, still loaded when present. Carries the same plaintext apiKey field per model. Collect alongside config.yaml - a host upgraded from an older Continue often still has this file with live keys in it.",high,stable,
AIRT-0005,Continue.dev,coding-agent-ide,high,credential,~/.continue/.env,windows|macos|linux,high,credential-access,"plaintext: Global dotenv that Continue resolves ${{ secrets.X }} references from. Plaintext provider keys in standard dotenv format. Vendor documents this as the recommended alternative to inlining keys, so on a well-configured host the keys are here and not in config.yaml.",high,stable,
AIRT-0005,Continue.dev,coding-agent-ide,high,credential,<repo>/.continue/.env,windows|macos|linux,high,credential-access,"plaintext: Workspace-scoped dotenv, searched before the global one. Plaintext provider keys that travel with the repo if not gitignored. The vendor's resolution order also searches <repo>/.env first of all, so check both.",high,stable,
AIRT-0005,Continue.dev,coding-agent-ide,high,credential,~/.continue/auth.json,windows|macos|linux,high,credential-access,"plaintext: Continue CLI ('cn') Hub session: plaintext JSON with accessToken, refreshToken, expiresAt, userId and userEmail, written with a plain writeFileSync and no chmod. Version-dependent - Hub/WorkOS login was stripped from the CLI in 2026 and the path constant is now an unused stub, so expect this only on hosts that ran an earlier CLI build. Still worth collecting: the file is not cleaned up on upgrade.",medium,stable,
AIRT-0005,Continue.dev,coding-agent-ide,high,credential,CONTINUE_API_KEY,windows|macos|linux|docker|container|cloud,high,credential-access,"plaintext: Vendor-documented environment variable for headless/CI use of the Continue CLI. Plaintext Continue API key. Look in the process environment, shell rc files, container env, and CI job definitions - not on disk under ~/.continue.",high,stable,
AIRT-0005,Continue.dev,coding-agent-ide,high,credential,<VS Code User dir>/globalStorage/continue.continue/*.bin,windows|macos|linux,high,credential-access,"encrypted: Continue's VS Code SecretStorage shim. Each secret is written to its own <key>.bin file as an AES-256-GCM blob laid out salt|iv|tag|ciphertext - not plaintext, and not readable without the key below. Concrete roots: ~/Library/Application Support/Code/User/globalStorage/continue.continue (macOS), ~/.config/Code/User/globalStorage/continue.continue (Linux), %APPDATA%\Code\User\globalStorage\continue.continue (Windows).",medium,stable,
AIRT-0005,Continue.dev,coding-agent-ide,high,credential,vscode.SecretStorage key 'dev.continue.continue' (OS-keyring backed on desktop VS Code),windows|macos|linux,high,credential-access,"os-keyring: The AES-256-GCM key that decrypts the .bin files above is not stored with them - Continue keeps it in the editor's SecretStorage under this key name, which on desktop VS Code resolves through Electron safeStorage to the OS keyring. Without it the .bin files are opaque, so acquiring the globalStorage folder alone is not sufficient.",medium,stable,
AIRT-0005,Continue.dev,coding-agent-ide,high,mcp-config,~/.continue/config.yaml,,high,execution|persistence,YAML not JSON,high,stable,
AIRT-0005,Continue.dev,coding-agent-ide,high,mcp-config,~/.continue/mcpServers/,,high,execution|persistence,"A drop-in directory - a config copied from Claude Desktop, Cursor or Cline is picked up automatically, so a server can arrive here without ever being configured in Continue itself",high,stable,
AIRT-0028,CrewAI,agent-framework,high,disk,<project>/src/<name>/config/agents.yaml  |  <project>/src/<name>/config/tasks.yaml,windows|macos|linux,low,program-presence,"Autonomous goal definitions. Scaffolded under src/<name>/config/, not the project root - collecting <project>/config/ finds nothing on a real install.",high,stable,
AIRT-0028,CrewAI,agent-framework,high,disk,<project>/src/<name>/crew.py,windows|macos|linux,low,program-presence,Entrypoint for CrewAI,medium,stable,
AIRT-0028,CrewAI,agent-framework,high,process,python / crewai,windows|macos|linux,,,,medium,live,
AIRT-0028,CrewAI,agent-framework,high,eventlog,Microsoft-Windows-Sysmon/Operational EID 1,windows,high,execution|timeline,"Proves the agent ran, which disk presence does not. The image name is not the discriminator here, because the process is a shared interpreter that hosts much of this catalog - key on the command line instead. The child processes of this event are what the agent actually did.",medium,rotating,
AIRT-0028,CrewAI,agent-framework,high,credential,<project>/.env,windows|macos|linux,high,credential-access,plaintext: Provider keys via LiteLLM,medium,stable,
AIRT-0028,CrewAI,agent-framework,high,mcp-config,"Import of MCPServerAdapter from crewai_tools, usually alongside StdioServerParameters from mcp",,high,execution|persistence,"The adapter is normally used as a context manager, so the server runs only for the duration of the crew and leaves no resident process to find afterwards",high,stable,
AIRT-0002,Cursor,coding-agent-ide,high,disk,%LOCALAPPDATA%\Programs\cursor\,windows,medium,program-presence,Electron app root,high,stable,
AIRT-0002,Cursor,coding-agent-ide,high,disk,%LOCALAPPDATA%\Programs\cursor\Cursor.exe,windows,medium,execution|program-presence,Main process,high,stable,
AIRT-0002,Cursor,coding-agent-ide,high,disk,%LOCALAPPDATA%\Programs\cursor\resources\app\bin\cursor,windows,medium,execution|program-presence,CLI shim,high,stable,
AIRT-0002,Cursor,coding-agent-ide,high,disk,%LOCALAPPDATA%\cursor-updater\,windows,low,program-presence,Auto-update staging - watch for unsigned writes,high,stable,
AIRT-0002,Cursor,coding-agent-ide,high,disk,%APPDATA%\Cursor\User\,windows,low,program-presence,"settings.json, globalStorage, workspaceStorage",high,stable,
AIRT-0002,Cursor,coding-agent-ide,high,disk,~/Library/Application Support/Cursor/User/,macos,low,program-presence,Config Dir for Cursor,high,stable,
AIRT-0002,Cursor,coding-agent-ide,high,disk,~/.config/Cursor/User/,linux,low,program-presence,Config Dir for Cursor,high,stable,
AIRT-0002,Cursor,coding-agent-ide,high,disk,~/.cursor/mcp.json,windows|macos|linux,high,execution|persistence|configuration,Global MCP servers - execution primitive,high,stable,
AIRT-0002,Cursor,coding-agent-ide,high,disk,<repo>/.cursor/mcp.json,windows|macos|linux,high,execution|persistence|configuration,Project MCP servers - review on clone,high,stable,
AIRT-0002,Cursor,coding-agent-ide,high,disk,<repo>/.cursorrules  |  <repo>/.cursor/rules/*.mdc,windows|macos|linux,low,configuration|prompt-injection-surface,Prompt-injection surface,high,stable,
AIRT-0002,Cursor,coding-agent-ide,high,disk,%APPDATA%\Cursor\User\skills\,windows,low,program-presence,Custom agent skills,medium,stable,
AIRT-0002,Cursor,coding-agent-ide,high,registry,HKCU\Software\Microsoft\Windows\CurrentVersion\Uninstall\<Cursor GUID>,,medium,,Install metadata + version,high,stable,
AIRT-0002,Cursor,coding-agent-ide,high,registry,HKCU\Software\Classes\cursor\shell\open\command,,medium,,cursor:// protocol handler,medium,stable,
AIRT-0002,Cursor,coding-agent-ide,high,registry,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,,high,,Auto-start on login (if enabled),medium,stable,
AIRT-0002,Cursor,coding-agent-ide,high,network,"*.cursor.sh, api2.cursor.sh, *.anysphere.co",,,,Codebase context is sent to Anysphere cloud unless Privacy Mode,medium,live,
AIRT-0002,Cursor,coding-agent-ide,high,process,Cursor.exe,windows,,,,high,live,
AIRT-0002,Cursor,coding-agent-ide,high,eventlog,Microsoft-Windows-Sysmon/Operational EID 1,windows,high,execution|timeline,"Proves the agent ran, which disk presence does not. The child processes of this event are what the agent actually did, and the parent tells you whether a human started it or something else did.",medium,rotating,
AIRT-0002,Cursor,coding-agent-ide,high,credential,~/Library/Application Support/Cursor/User/globalStorage/state.vscdb,macos,high,credential-access,"sqlite: Cursor IDE login session. The ItemTable rows cursorAuth/accessToken, cursorAuth/refreshToken and cursorAuth/cachedEmail hold their values unencrypted (plaintext JWTs) inside the SQLite database - the DB is not itself protected. Copying the file transfers a logged-in session. Quit Cursor before acquisition so the WAL journal is checkpointed.",medium,stable,
AIRT-0002,Cursor,coding-agent-ide,high,credential,~/.config/Cursor/User/globalStorage/state.vscdb,linux,high,credential-access,sqlite: Linux path for the same Cursor IDE session store. ItemTable rows cursorAuth/accessToken and cursorAuth/refreshToken are plaintext values inside the SQLite DB.,medium,stable,
AIRT-0002,Cursor,coding-agent-ide,high,credential,%APPDATA%\Cursor\User\globalStorage\state.vscdb,windows,high,credential-access,sqlite: Windows path for the same Cursor IDE session store. ItemTable rows cursorAuth/accessToken and cursorAuth/refreshToken are plaintext values inside the SQLite DB.,medium,stable,
AIRT-0002,Cursor,coding-agent-ide,high,credential,~/.cursor/mcp.json,windows|macos|linux,high,credential-access,plaintext: Global MCP server definitions. The per-server env block routinely carries plaintext API keys and bearer tokens for whatever the agent was authorised to call. Already declared as a secrets location by this catalog's own MCP block for this entry.,high,stable,
AIRT-0002,Cursor,coding-agent-ide,high,credential,<repo>/.cursor/mcp.json,windows|macos|linux,high,credential-access,"plaintext: Project-scoped MCP server definitions with the same plaintext env block. Travels with the repo - collect per workspace the user opened, not just from home.",high,stable,
AIRT-0002,Cursor,coding-agent-ide,high,credential,~/.config/cursor/auth.json,linux,high,credential-access,"plaintext: Cursor CLI (cursor-agent), not the IDE. Plaintext JSON holding accessToken, refreshToken and apiKey, written by 'cursor-agent login'; independently observed at mode 600. Note it is ~/.config/cursor/, not ~/.cursor/.",medium,stable,
AIRT-0002,Cursor,coding-agent-ide,high,credential,"macOS login Keychain: generic-password services cursor-access-token / cursor-refresh-token / cursor-api-key, account cursor-user",macos,high,credential-access,"os-keyring: On macOS the Cursor CLI (cursor-agent) keeps its session in the login Keychain rather than in a file - there is no auth.json to collect on a Mac. If you are looking for cursor-agent credentials on macOS, look in the Keychain.",medium,stable,
AIRT-0002,Cursor,coding-agent-ide,high,credential,"macOS login Keychain: generic-password service 'Cursor Safe Storage', account 'Cursor Key'",macos,high,credential-access,"os-keyring: Electron safeStorage master key for Cursor. It decrypts the VS Code SecretStorage secret:// rows inside state.vscdb, so extension-held secrets are unreadable without it. Sources disagree on whether Cursor's own IDE login uses it - at least one holds that IDE login lives only in the cursorAuth/* ItemTable rows - so treat it as the key for extension secrets, not as the session itself.",low,stable,
AIRT-0002,Cursor,coding-agent-ide,high,mcp-config,~/.cursor/mcp.json,,high,execution|persistence,Global scope,high,stable,
AIRT-0002,Cursor,coding-agent-ide,high,mcp-config,<repo>/.cursor/mcp.json,,high,execution|persistence,Travels with the repo,high,stable,
AIRT-0007,Devin,cloud-agent,medium,disk,Browser session / cookies for app.devin.ai,windows|macos|linux,low,program-presence,Thin sourcing - primary indicator is outbound DNS,low,rotating,
AIRT-0007,Devin,cloud-agent,medium,network,"app.devin.ai, *.cognition.ai",,,,Primary and often only endpoint indicator,low,live,
AIRT-0007,Devin,cloud-agent,medium,network,"*.devinapps.com (IDE/Desktop iframes), app.devin.ai",,,,corrected: workstations must reach *.devinapps.com - this is the primary network IOC,high,live,
AIRT-0007,Devin,cloud-agent,medium,process,devin (CLI); VS Code Remote-SSH child,windows|macos|linux,,,,medium,live,
AIRT-0007,Devin,cloud-agent,medium,mcp-config,Tenant-side configuration in the Devin web UI and API - not present on the endpoint,,high,execution|persistence,"Recorded so a responder stops looking on disk. Everything that matters here comes from the account, under whatever preservation process applies to a third-party service.",medium,stable,
AIRT-0029,Dify,workflow-engine,medium,network,Dify web + API,,,,,medium,live,
AIRT-0029,Dify,workflow-engine,medium,credential,<install>/docker/volumes/app/storage/privkeys/<tenant_id>/private.pem,linux|docker,high,credential-access,"plaintext: Plaintext, unencrypted PEM RSA private key, one per tenant. Dify encrypts every stored model-provider credential with the tenant public key (RSA + AES-256 EAX hybrid); this file decrypts all of them. Written via the storage abstraction, so the container path is /app/api/storage/privkeys/<tenant_id>/private.pem. Highest-value single file in a Dify stack. Collect metadata and permissions only - never read the contents.",high,stable,
AIRT-0029,Dify,workflow-engine,medium,credential,<install>/docker/volumes/app/storage/.dify_secret_key,linux|docker,high,credential-access,"plaintext: Plaintext auto-generated SECRET_KEY, persisted here when the SECRET_KEY env var is left empty. Signs session cookies / console auth tokens. Presence of this file means the operator did not set SECRET_KEY explicitly. Container path /app/api/storage/.dify_secret_key.",high,stable,
AIRT-0029,Dify,workflow-engine,medium,credential,<install>/docker/.env,linux|docker,high,credential-access,"plaintext: Plaintext compose env file beside docker-compose.yaml, read by every service. Holds SECRET_KEY, INIT_PASSWORD, DB_PASSWORD, REDIS_PASSWORD, PLUGIN_DAEMON_KEY, PLUGIN_DIFY_INNER_API_KEY, CODE_EXECUTION_API_KEY / SANDBOX_API_KEY, DIFY_AGENT_API_TOKEN, DIFY_AGENT_SERVER_SECRET_KEY, plus any vector-DB and object-storage keys. Newer releases also split these across <install>/docker/envs/*.env (security.env, middleware.env, databases/db-postgres.env).",high,stable,
AIRT-0029,Dify,workflow-engine,medium,credential,SECRET_KEY,linux|docker,high,credential-access,"plaintext: Env var. Vendor description: ""Secret key for secure session cookie signing. Leave empty to let Dify generate a persistent key in the storage directory."" If set, the secret is in the process environment and the compose env file rather than in .dify_secret_key.",high,stable,
AIRT-0029,Dify,workflow-engine,medium,credential,INIT_PASSWORD,linux|docker,high,credential-access,"plaintext: Plaintext env var. Vendor description: ""Password required before initializing a self-hosted deployment"" - it gates the first-run setup page that creates the initial admin account. It is the install gate, not the admin account password itself. A non-empty value here on a reachable instance is worth recording.",high,stable,
AIRT-0029,Dify,workflow-engine,medium,credential,<install>/docker/volumes/db/data,linux|docker,high,credential-access,"encrypted: PostgreSQL data directory. Model-provider API keys live here in encrypted_config columns on the providers / provider_models / provider_credentials tables, encrypted with the tenant RSA public key. Ciphertext only - useless without the privkeys/<tenant_id>/private.pem file above, which is why the two must be collected and handled together.",high,stable,
AIRT-0029,Dify,workflow-engine,medium,mcp-config,"MCP servers added under Tools - MCP in the workspace, persisted in the Dify application database rather than in a file on the host",,high,execution|persistence,"No stdio transport means no spawned process to catch on the endpoint, and the whole record is inside the deployment's database",medium,stable,
AIRT-0048,Docker Model Runner,llm-runtime,medium,network,"OpenAI-compatible API, host TCP mode",,,,"Present only when host-side TCP is enabled - `docker desktop enable model-runner --tcp 12434`. The /engines/v1, /models and /engines endpoints are served here. Absence of the port does not mean the runner is disabled, because the default path is the Docker socket instead.",medium,live,
AIRT-0048,Docker Model Runner,llm-runtime,medium,network,Docker socket (/var/run/docker.sock),,,,"Default access path. Anything with socket access can drive the runner, and socket access is already host-root-equivalent, so this is an escalation of an existing exposure rather than a new one.",medium,live,
AIRT-0048,Docker Model Runner,llm-runtime,medium,process,model-runner,linux|macos|windows,,,,low,live,
AIRT-0048,Docker Model Runner,llm-runtime,medium,eventlog,Microsoft-Windows-Sysmon/Operational EID 1,windows,high,execution|timeline,"Proves the agent ran, which disk presence does not. The child processes of this event are what the agent actually did, and the parent tells you whether a human started it or something else did.",medium,rotating,
AIRT-0030,Flowise,workflow-engine,high,network,Flowise UI + prediction API,,,,Frequently found internet-exposed,medium,live,
AIRT-0030,Flowise,workflow-engine,high,process,node (flowise),windows|macos|linux,,,,medium,live,
AIRT-0030,Flowise,workflow-engine,high,eventlog,Microsoft-Windows-Sysmon/Operational EID 1,windows,high,execution|timeline,"Proves the agent ran, which disk presence does not. The image name is not the discriminator here, because the process is a shared interpreter that hosts much of this catalog - key on the command line instead. The child processes of this event are what the agent actually did.",medium,rotating,
AIRT-0030,Flowise,workflow-engine,high,credential,~/.flowise/encryption.key,windows|macos|linux,high,credential-access,"plaintext: Plaintext AES key file, auto-generated on first run if absent. Decrypts every credential in the Flowise credential table (all stored LLM provider and third-party tool API keys). Overridden by SECRETKEY_PATH (key file moves to <SECRETKEY_PATH>/encryption.key) or by FLOWISE_SECRETKEY_OVERWRITE (no key file at all). Note the source also probes several encryption.key locations relative to the install dir before falling back to the home directory, so on a git-clone install check <install>/packages/server/encryption.key too.",high,stable,
AIRT-0030,Flowise,workflow-engine,high,credential,/home/node/.flowise/encryption.key,docker,high,credential-access,"plaintext: Plaintext AES key inside the official container image, where SECRETKEY_PATH is set to /home/node/.flowise. The official compose file bind-mounts host ~/.flowise to this path, so the key is readable on the host at ~/.flowise/encryption.key even for containerised deployments.",high,stable,
AIRT-0030,Flowise,workflow-engine,high,credential,~/.flowise/database.sqlite,windows|macos|linux,high,credential-access,"sqlite: Default SQLite store (DATABASE_PATH, defaults to ~/.flowise). Holds the credential table - third-party LLM and tool API keys, AES-encrypted with encryption.key - and the login_sessions table used by the Passport session store. Ciphertext only, but the decrypting key sits in the same directory. Flow definitions stored here can also embed secrets inline.",high,stable,
AIRT-0030,Flowise,workflow-engine,high,credential,FLOWISE_SECRETKEY_OVERWRITE,windows|macos|linux|docker,high,credential-access,"plaintext: Plaintext env var holding the credential-encryption key directly, used instead of the key stored at SECRETKEY_PATH. When this is set there is no encryption.key file to collect - the key is only in the process environment and in whatever compose file or shell profile set it.",high,stable,
AIRT-0030,Flowise,workflow-engine,high,credential,<install>/docker/.env,linux|windows|docker,high,credential-access,"plaintext: Plaintext env file in the compose working directory. Holds FLOWISE_SECRETKEY_OVERWRITE, SECRETKEY_AWS_ACCESS_KEY / SECRETKEY_AWS_SECRET_KEY, JWT_AUTH_TOKEN_SECRET, JWT_REFRESH_TOKEN_SECRET, EXPRESS_SESSION_SECRET, TOKEN_HASH_SECRET, DATABASE_PASSWORD, REDIS_PASSWORD, SMTP_PASSWORD, and S3/Azure/GCS storage credentials.",high,stable,
AIRT-0030,Flowise,workflow-engine,high,credential,JWT_AUTH_TOKEN_SECRET,windows|macos|linux|docker,high,credential-access,"plaintext: Plaintext env var signing the auth JWT that Flowise stores in an HTTP-only cookie (v3.0.1+ Passport auth). JWT_REFRESH_TOKEN_SECRET, EXPRESS_SESSION_SECRET and TOKEN_HASH_SECRET sit alongside it and are equivalent in value. Disclosure allows forging an authenticated session against the instance.",high,stable,
AIRT-0030,Flowise,workflow-engine,high,credential,<install>/packages/server/.env,windows|macos|linux,high,credential-access,"plaintext: Plaintext app-level auth credentials FLOWISE_USERNAME / FLOWISE_PASSWORD, in the .env under packages/server. This is the deprecated pre-v3.0.1 auth mechanism: it is documented by the vendor and still present on the many older deployments in the wild, but no longer referenced anywhere in current main. Treat a hit here as an indicator the instance predates 3.0.1.",medium,stable,
AIRT-0030,Flowise,workflow-engine,high,mcp-config,"Custom MCP node configuration embedded in flow definitions, stored in database.sqlite under DATABASE_PATH (default ~/.flowise/)",,high,execution|persistence,"The Custom MCP node connects to any server the author names, so the flow definition is the authorisation record. In a container the database is on a mounted volume and is lost with the container if it never had one.",medium,stable,
AIRT-0003,GitHub Copilot (Agent Mode / CLI),coding-agent-ide,high,disk,copilot-language-server (per-platform native binary),windows|macos|linux,medium,execution|program-presence,github/copilot-language-server-release,high,stable,
